"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"09/14/2018","43","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/15/2018","41","PM2.5","Lockeland","47-037-0023","AQS"
"09/16/2018","22","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"09/17/2018","35","PM2.5","Lockeland","47-037-0023","AQS"
"09/18/2018","46","PM2.5","Lockeland","47-037-0023","AQS"
"09/19/2018","108","Ozone","Percy Priest Dam","47-037-0026","AQS"
"09/20/2018","67","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/21/2018","54","PM2.5","Lockeland","47-037-0023","AQS"
"09/22/2018","33","PM2.5","Lockeland","47-037-0023","AQS"
"09/23/2018","24","Ozone","Percy Priest Dam","47-037-0026","AQS"
"09/24/2018","35","PM2.5","Lockeland","47-037-0023","AQS"
"09/25/2018","26","PM2.5","Lockeland","47-037-0023","AQS"
"09/26/2018","31","PM2.5","Near Road","47-037-0040","AQS"
"09/27/2018","21","PM2.5","Lockeland","47-037-0023","AQS"
"09/28/2018","37","Ozone","East Health","47-037-0011","AQS"
"09/29/2018","42","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/30/2018","50","PM2.5","Lockeland","47-037-0023","AQS"
